Sequence_ID	JMF-2002-2-0001A	JMF-2002-2-0002A	JMF-2002-2-0003A	JMF-2002-2-0004A	JMF-2002-2-0005A	JMF-2002-2-0006A	JMF-2002-2-0007A	JMF-2002-2-0008A	JMF-2002-2-0009A	JMF-2002-2-0010A	JMF-2002-2-0011A	JMF-2002-2-0012A	JMF-2002-2-0013A	JMF-2002-2-0014A	JMF-2002-2-0015A	JMF-2002-2-0016A	JMF-2002-2-0017A	JMF-2002-2-0018A	JMF-2002-2-0018B	JMF-2002-2-0019A	JMF-2002-2-0020A	JMF-2002-2-0021A	JMF-2002-2-0021B	JMF-2002-2-0022A	JMF-2002-2-0022B	JMF-2002-2-0023A	JMF-2002-2-0024A	JMF-2002-2-0025A	JMF-2002-2-0026A	JMF-2002-2-0027A	JMF-2002-2-0028A	JMF-2002-2-0029A	JMF-2002-2-0030A	JMF-2002-2-0031A
ASV_kqn_hba	9	28	14	8	18	8	18	16	0	151	44	39	56	11	25	38	91	9	6	12	15	18	21	1	9	52	45	76	173	155	190	48	97	0
ASV_krk_g5j	2	7	0	0	5	0	1	7	0	1	1	1	1	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	4	0
ASV_kw8_1fc	9	18	6	2	12	12	5	17	3	19	7	20	1	13	1	9	10	8	0	8	8	15	0	3	0	2	24	16	6	12	6	11	9	0
ASV_kx5_uxb	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	7	6	2	1	0
ASV_kyz_edz	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_l08_bur	0	0	1	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	2	0	0	0
ASV_l09_9tc	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	12	3	2	3	0
ASV_l0m_moh	120	152	62	67	73	77	61	85	32	110	66	108	60	144	120	140	172	43	5	83	137	74	44	43	48	133	97	168	105	142	132	63	158	0
ASV_l93_j2k	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_l9f_itr	17	32	26	7	20	11	17	26	4	16	20	26	4	9	19	9	20	8	0	7	19	6	0	1	0	23	18	21	14	34	28	23	15	0
ASV_l9l_71t	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	3	4	5	0	0	0	0	0	0	0	0	0	8	0	0	2	2	0	0
ASV_la0_fsp	0	5	1	6	0	0	1	10	0	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_lal_jp3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_lbo_iso	0	0	4	7	0	0	0	0	11	0	84	0	13	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0
ASV_ld8_1z0	4	1	2	2	5	7	6	1	0	2	10	6	2	2	0	8	4	0	0	1	15	0	0	0	0	4	4	0	8	4	3	1	3	0
ASV_le2_ush	3	1	0	0	1	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_lfk_egf	4	3	6	0	2	1	0	9	0	4	1	5	4	4	4	4	6	2	0	0	6	1	0	0	0	1	8	0	9	3	3	4	1	0
ASV_lhm_b4h	4	3	0	4	3	1	6	2	0	4	0	2	0	1	0	6	1	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0
ASV_lht_3it	3	4	1	1	0	0	0	0	1	1	1	0	0	0	0	9	24	23	0	1	1	9	0	0	0	0	0	4	34	124	69	31	149	0
ASV_lkm_y1k	0	0	22	0	0	0	1	0	14	0	0	0	30	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ASV_ll7_k3o	35	55	32	33	75	40	56	134	9	129	127	92	52	27	47	38	77	34	12	18	56	23	50	11	13	67	107	92	103	218	142	148	124	0
ASV_lo8_yfy	0	0	6	2	0	0	0	0	3	0	2	0	26	0	0	0	0	2	0	0	0	0	0	0	0	0	6	0	0	0	3	0	2	0
ASV_lq8_65l	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_lqj_tok	31	60	14	65	33	28	44	26	1	58	46	52	20	62	63	57	71	3	0	9	11	4	0	3	0	18	17	66	26	52	35	35	38	0
ASV_lrr_xu2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_ls4_krl	0	0	1	0	0	0	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_lt2_ns0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_lu3_g74	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_lue_x4m	0	0	0	0	0	0	0	0	0	1	1	0	2	0	7	4	0	0	0	0	3	0	0	0	0	20	1	6	10	3	4	1	7	0
ASV_lur_n07	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_lwa_8iq	6	9	1	0	1	0	2	0	0	3	8	6	1	5	0	1	47	10	7	1	0	5	4	0	0	0	0	22	44	119	56	34	184	0
ASV_lwc_fxo	5	2	4	5	1	2	1	1	0	6	1	7	2	11	2	9	0	4	0	0	3	1	0	1	0	5	7	7	2	6	3	1	10	2
ASV_ly3_bs2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
ASV_lyd_lo3	0	0	0	0	0	0	0	0	0	1	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_lyp_h1w	155	224	1229	105	124	78	79	155	13	169	151	124	72	192	159	159	155	37	36	42	82	39	107	11	34	138	128	304	190	200	138	108	95	0
ASV_lyz_tq1	0	0	10	0	0	0	0	0	66	0	4	0	71	0	0	0	0	1	0	0	0	0	0	0	0	1	6	0	0	0	0	1	1	0
ASV_lzh_5bt	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0
ASV_m2u_bxr	0	4	0	0	3	2	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
ASV_m3d_4du	6	7	2	0	4	8	12	5	0	5	8	7	1	2	2	0	3	0	0	2	11	1	15	0	6	16	3	10	13	31	5	9	5	0
ASV_m4d_p4y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_m4q_wsr	0	0	6	0	0	0	0	0	54	0	0	0	41	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_m5o_e29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ASV_m7a_g1f	1	11	0	0	0	1	3	0	0	2	3	10	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	6	0
ASV_m9p_1wp	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	2	2	0	4	0	2	2	0
ASV_mbb_cpr	0	0	0	1	0	0	0	4	0	1	8	6	0	3	0	0	3	0	0	0	0	0	0	1	0	0	3	7	0	0	0	1	0	0
ASV_mbz_obi	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0
ASV_mes_rt2	3	3	0	0	2	0	1	0	0	2	0	0	7	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0
ASV_mfy_iw5	5	2	0	1	0	0	0	0	1	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_mhu_l9q	0	0	0	0	0	0	2	3	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_mhx_f7x	1	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0
ASV_mkj_f4g	0	0	0	0	0	0	0	1	0	6	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
ASV_mov_u6n	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_mpn_hrw	24	36	6	5	45	18	27	52	0	68	46	57	4	16	13	4	2	0	0	6	0	0	0	0	0	1	2	5	4	20	12	12	12	0
ASV_mqa_sbt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_mqv_axr	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_mrt_19k	0	0	9	0	0	0	0	0	54	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_msv_f56	0	6	1	0	2	0	1	0	0	7	1	6	1	0	0	0	5	0	0	0	3	0	0	0	0	1	0	2	0	0	1	2	0	0
ASV_mug_fnp	2	0	0	0	0	0	5	0	0	1	3	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_mvx_11u	0	0	11	0	0	0	0	0	22	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV_mw6_hae	45	51	10	42	19	48	123	60	39	81	143	121	9	30	16	67	28	7	0	0	2	2	0	1	0	6	6	6	6	9	0	9	29	0
ASV_my8_0or	3	0	0	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_myf_6bz	0	0	2	0	0	0	0	0	10	0	1	3	8	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	2	6	0	0
ASV_mzc_00m	0	8	2	4	0	0	8	3	0	1	3	5	4	3	19	3	23	1	0	0	1	1	0	1	0	5	4	19	3	9	4	10	4	0
ASV_mzz_rd5	0	8	0	1	3	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	0
ASV_n03_8jj	1	0	1	2	4	0	0	0	0	4	1	8	1	3	0	0	4	0	0	0	0	0	0	0	0	3	3	9	32	25	23	4	1	0
ASV_n04_38y	0	3	1	0	0	1	1	0	0	1	1	0	0	1	8	0	5	0	0	2	1	0	0	0	0	8	2	2	0	0	13	1	0	0
ASV_n0k_28b	0	6	0	4	3	0	0	0	0	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	11	5	12	1	6	0
ASV_n28_4l7	0	0	0	1	0	5	0	3	0	0	0	0	0	0	4	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
ASV_n3i_wq2	0	9	0	0	0	0	0	0	0	1	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
ASV_n8i_xyj	0	0	0	2	0	0	1	0	0	0	4	5	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	8	1	1	6	0
ASV_n8x_gj6	10	38	8	10	20	11	11	36	5	67	59	37	11	6	3	6	6	0	0	10	1	0	0	1	0	3	16	23	14	13	11	19	19	0
ASV_n8x_up3	196	495	381	193	630	199	305	1392	41	683	622	522	365	388	308	388	322	171	75	119	252	120	99	41	132	336	512	400	584	1261	962	823	700	0
ASV_nb6_hfl	0	2	0	1	1	0	0	0	0	0	0	5	5	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0
ASV_nca_8de	21	14	6	3	16	10	9	13	2	12	32	21	3	6	3	7	10	3	0	2	2	1	0	1	0	6	21	20	14	29	40	25	21	0
ASV_nlf_4yw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	1	3	1	0	4	4	0
ASV_nm9_eik	0	0	5	0	0	0	0	0	6	1	8	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0
ASV_nmc_36s	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ASV_nml_clo	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	4	8	1	4	0
ASV_nnb_tca	0	0	0	0	1	0	0	1	0	0	2	0	11	1	0	0	3	2	0	3	5	1	0	1	0	3	3	0	2	15	1	10	1	0
ASV_noz_v2n	0	0	0	0	0	0	0	0	9	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_np1_fj5	1394	2043	1068	888	3353	1377	1965	5475	155	4371	3296	3489	1728	2364	1813	2263	2143	1320	560	875	2153	751	696	463	940	2746	4244	2833	3462	5845	5634	5890	4468	0
ASV_nr1_f94	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_nvu_vra	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_nx2_ez8	0	0	28	0	0	0	0	0	234	0	0	0	91	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
ASV_nym_wn4	0	0	0	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ASV_nzl_6dq	0	3	1	1	1	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	3	1	1	0	0	2	1	0
ASV_o1s_dg5	0	0	53	2	0	0	0	0	65	0	0	0	90	0	1	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0
ASV_o2d_y49	2	2	0	0	2	4	3	4	0	0	3	6	0	2	0	18	5	0	0	1	0	0	0	1	0	9	15	0	5	16	3	6	0	0
ASV_o2w_lbh	0	0	0	0	4	1	2	1	0	0	4	1	0	0	0	0	5	0	0	0	0	0	0	0	0	6	0	1	0	0	1	0	1	0
ASV_o3o_sn9	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_o5e_262	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_o5m_yna	5	24	3	0	11	0	3	7	0	8	17	10	7	0	1	5	2	0	0	3	3	0	0	2	0	2	7	1	0	2	6	0	2	0
ASV_o5z_yxn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_o7q_hxz	0	0	96	169	0	0	0	0	21	0	15	0	187	1	299	0	0	0	0	0	0	0	0	0	0	0	7	0	19	0	3	0	16	0
ASV_o8c_jkj	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	7	5	2	4	0
ASV_o9g_s66	0	0	10	16	0	5	0	0	2	0	0	0	11	0	15	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	16	0
ASV_ob9_ka9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ASV_oc0_pfo	1	2	3	4	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_oe4_bm5	6	62	3	29	33	13	44	26	3	52	25	27	17	179	150	10	17	0	0	0	0	0	0	0	0	6	0	1	7	3	5	2	0	0
ASV_oef_nqd	0	0	1	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ofa_0p7	0	0	0	0	0	0	1	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ASV_ofb_9yg	21	7	10	8	11	5	10	18	3	16	26	29	13	0	9	1	4	0	0	0	1	2	0	0	0	4	7	1	7	27	6	16	2	0
ASV_ohz_nts	0	3	1	0	2	0	0	0	0	8	4	10	0	7	0	0	1	0	0	0	0	2	0	0	0	0	0	0	3	0	1	0	0	0
ASV_oki_sy8	4	3	3	1	0	1	4	3	0	2	24	11	4	15	19	20	14	3	14	1	16	5	0	1	0	7	1	17	70	41	21	19	14	0
ASV_on1_q2h	7	14	2	4	1	4	4	1	0	0	13	10	2	0	0	2	1	0	0	0	0	1	0	0	0	0	4	1	5	0	2	1	0	0
ASV_ont_hmw	4	11	2	5	0	5	0	5	54	2	5	8	38	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_onx_gry	54	21	6	67	40	22	52	60	91	16	14	54	146	26	23	985	89	3	0	0	4	2	8	0	0	10	7	36	52	95	5	74	75	0
ASV_oo1_eww	0	1	0	1	1	5	1	0	1	3	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0
ASV_oox_qtp	0	0	5	0	0	0	0	0	20	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0
ASV_oq7_pa1	0	0	5	0	0	0	0	0	8	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_osy_ajy	0	0	0	0	0	0	3	0	0	0	4	0	0	0	10	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	8	0
ASV_owf_ntc	0	0	0	0	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	4	0	0
ASV_p12_wh6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_p23_kam	5	10	0	6	4	0	8	1	0	4	6	4	1	2	0	2	9	2	14	0	1	2	0	0	2	7	8	19	4	8	16	2	2	0
ASV_p5h_zpi	0	2	16	35	0	0	0	0	11	0	5	0	30	1	51	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ASV_p5m_a49	0	3	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_p7a_yt0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0
ASV_p7k_c2o	0	0	3	18	0	0	0	0	44	0	17	0	32	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	1	4	4	0
ASV_p7l_jgc	0	0	4	1	4	1	1	4	0	4	4	1	2	7	0	1	5	0	0	0	0	0	0	0	0	0	2	3	0	0	2	3	0	0
ASV_p7o_2ko	0	0	5	32	0	0	0	0	41	0	89	0	29	0	33	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	2	0	13	0
ASV_p9b_gb9	0	0	2	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	9	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV_p9s_v0y	0	0	0	0	0	1	0	0	0	2	3	2	2	0	5	1	5	0	0	0	0	0	0	0	0	1	1	0	5	3	2	4	2	0
ASV_pc6_78l	7	36	5	16	3	14	14	29	3	27	42	29	12	3	10	11	23	1	0	3	14	2	0	1	0	2	8	5	11	32	21	15	13	0
ASV_pcl_yjt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_pcs_jdo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_pd2_af5	0	0	59	0	0	9	0	0	139	5	0	3	282	0	0	1	0	31	0	0	0	0	0	0	0	0	72	0	0	12	17	0	0	0
ASV_pfa_1aw	0	0	13	0	0	0	0	0	156	0	0	0	187	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	23	7	0	0
ASV_pfg_ixu	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pgv_og1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_pgz_f07	5	7	1	1	8	0	1	10	4	26	25	20	0	6	1	2	6	2	0	2	0	2	0	0	0	3	0	30	7	8	2	9	8	0
ASV_phw_4j4	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pik_54k	0	0	3677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
ASV_plr_vil	3	0	0	0	2	3	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pmm_ob9	0	1	0	1	0	3	1	2	0	2	1	1	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pna_xfm	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_pnd_h1j	0	6	0	2	0	4	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pns_4l6	0	2	0	0	0	0	0	0	0	0	1	0	2	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ptg_njj	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ptm_hv4	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_pux_8c6	0	0	22	0	0	0	0	0	43	0	0	0	35	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pwt_n3l	2	12	0	2	3	1	1	6	2	6	4	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_pwz_m7d	0	2	0	0	0	1	0	5	0	4	7	1	3	0	0	0	0	0	0	0	1	0	0	0	0	2	2	15	7	6	3	2	1	0
ASV_px0_f3r	2	2	1	2	3	4	0	2	0	8	6	4	1	2	2	2	9	0	0	4	0	1	0	0	0	4	0	2	0	2	10	1	3	0
ASV_pzr_psc	2	2	0	0	0	0	0	7	0	0	11	11	3	4	0	1	5	2	0	0	3	0	0	0	0	1	1	4	23	6	10	15	4	0
ASV_q19_p7n	16	6	0	9	8	11	1	6	0	2	26	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
ASV_q1f_6ic	1	19	2	9	4	2	2	26	1	1	10	1	1	6	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_q67_860	0	0	0	0	0	1	0	0	0	8	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
ASV_qat_9ly	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_qcz_6jl	1	1	0	2	2	1	3	0	0	5	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	6	7	0	2	0
ASV_qf6_bd8	0	1	0	0	3	5	9	2	1	1	2	4	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_qgt_coi	0	1	0	1	0	0	0	18	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0	2	0
ASV_qim_52j	0	1	0	0	0	0	0	5	1	0	0	1	0	1	0	1	3	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	3	0
ASV_qk0_sb2	0	2	62	462	0	2	0	0	43	0	154	4	123	4	780	1	0	0	0	0	0	0	0	0	0	1	0	0	57	0	0	0	66	0
ASV_qkz_44y	0	0	4	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_ql6_8z2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	5	0	0	0	4	0
ASV_qme_go7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_qni_7jl	6	13	2	1	15	6	7	11	0	13	18	13	1	6	0	4	12	12	0	4	23	1	0	3	0	11	14	15	26	37	26	15	21	0
ASV_qp0_t2q	0	18	840	15	4	25	128	25	2	259	27	108	95	260	33	5	11	0	0	10	0	2	0	1	0	2	3	10	15	11	2	9	16	0
ASV_qqw_g5w	0	5	0	1	0	0	1	4	0	0	3	0	1	0	3	11	4	10	0	3	8	1	0	1	0	0	1	0	4	1	3	1	5	0
ASV_qu9_nk4	3	11	11	4	2	7	0	12	3	4	16	113	5	0	10	6	21	12	0	0	2	3	0	2	0	0	4	10	26	56	24	10	62	0
ASV_qwa_h7y	1	2	2	0	1	0	0	3	0	4	1	2	3	0	0	0	7	4	0	0	0	0	0	2	0	0	2	1	19	8	12	2	5	0
ASV_qwj_kd8	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	6	3	0	0	0	3	0	2	0	0	0	2	0	0	2	0	2	0
ASV_qwz_lmy	3	0	1	3	0	4	1	10	17	0	7	3	5	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_qx6_a58	2	1	2	0	0	0	2	0	122	0	0	10	66	0	0	1	0	3	0	0	0	2	0	0	0	0	0	0	1	0	3	0	0	0
ASV_qxb_uzu	1	0	0	2	0	3	0	0	2	2	3	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_qxi_g7h	0	1	0	8	0	16	14	8	0	4	8	18	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	4	0	7	0	0	1	0
ASV_qy1_tms	0	4	25	0	4	9	0	0	164	0	1	2	170	0	0	1	2	29	25	0	0	0	0	0	1	4	63	0	2	0	45	2	1	0
ASV_r1t_f1l	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_r22_w2c	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	0
ASV_r29_9fk	231	384	176	121	508	180	282	670	53	634	720	564	127	141	95	87	108	40	10	65	110	23	16	35	34	115	166	134	211	305	223	268	383	0
