Sequence_ID	JMF-2002-2-0001A	JMF-2002-2-0002A	JMF-2002-2-0003A	JMF-2002-2-0004A	JMF-2002-2-0005A	JMF-2002-2-0006A	JMF-2002-2-0007A	JMF-2002-2-0008A	JMF-2002-2-0009A	JMF-2002-2-0010A	JMF-2002-2-0011A	JMF-2002-2-0012A	JMF-2002-2-0013A	JMF-2002-2-0014A	JMF-2002-2-0015A	JMF-2002-2-0016A	JMF-2002-2-0017A	JMF-2002-2-0018A	JMF-2002-2-0018B	JMF-2002-2-0019A	JMF-2002-2-0020A	JMF-2002-2-0021A	JMF-2002-2-0021B	JMF-2002-2-0022A	JMF-2002-2-0022B	JMF-2002-2-0023A	JMF-2002-2-0024A	JMF-2002-2-0025A	JMF-2002-2-0026A	JMF-2002-2-0027A	JMF-2002-2-0028A	JMF-2002-2-0029A	JMF-2002-2-0030A	JMF-2002-2-0031A
ASV_10q_yhr	0	0	0	0	0	0	0	0	5	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_117_vqq	2	2	0	4	2	5	3	0	0	4	7	3	0	16	2	0	7	4	0	1	12	1	0	1	0	1	6	5	8	1	1	8	1	0
ASV_120_gvt	2	1	2	3	0	1	3	0	0	2	9	1	0	4	1	0	1	0	0	1	4	0	0	0	0	3	5	7	2	0	6	3	8	0
ASV_12c_sr9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_12t_5j3	0	0	1	0	0	5	0	0	7	0	0	21	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_13d_0rp	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV_16n_mtu	0	2	4	1	3	0	0	5	0	1	7	6	0	0	0	1	3	0	0	0	4	2	0	1	0	1	1	1	0	2	1	1	3	0
ASV_16t_ai5	1	3	0	3	0	0	1	0	0	0	3	7	1	0	0	2	2	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0
ASV_190_vbz	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0
ASV_19v_zp0	1	0	11	0	0	1	0	1	32	2	3	2	30	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0
ASV_19x_mzf	0	1	0	0	0	0	1	2	0	1	0	5	0	1	5	1	0	0	0	2	1	1	0	0	0	10	2	0	0	6	0	2	2	0
ASV_1ab_af4	0	0	29	0	0	0	0	0	77	6	1	3	154	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	7	0	0	0
ASV_1ac_5tj	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	6	7	0
ASV_1br_j3i	0	0	8	0	0	0	0	0	70	0	0	0	62	0	0	2	0	9	0	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0
ASV_1c6_j8g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0
ASV_1cy_adz	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_1d0_zt3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	3	0	0	0	0	0
ASV_1dv_xtl	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1e6_rpu	0	0	9	0	0	0	0	0	62	0	2	0	96	0	0	0	0	2	0	0	0	0	0	0	0	0	24	0	0	0	18	0	0	0
ASV_1e9_fjp	5	1	1	0	0	0	0	0	0	1	1	7	0	1	0	1	12	34	6	0	1	3	12	0	0	0	0	11	78	82	67	27	51	0
ASV_1f2_zg8	0	0	1	1	0	1	0	0	0	2	14	2	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV_1hi_uu6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	1	0
ASV_1ix_v0c	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0
ASV_1ju_vct	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	10	0	2	0	0	0	7	0	0	0	0	0	103	7	2	5	6	3	0
ASV_1ka_xxi	0	3	37	0	0	0	12	6	57	0	1	0	104	6	0	0	1	8	11	0	2	0	2	0	0	0	13	0	0	0	2	4	0	0
ASV_1le_hoi	0	0	16	19	0	0	0	8	12	0	2	0	38	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1n0_iob	0	0	0	0	3	0	3	5	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
ASV_1q5_8p9	0	5	1	4	0	1	0	0	0	2	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1qe_u4m	0	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1rx_gqy	9	19	2	8	0	6	0	3	36	17	33	15	34	0	8	1	7	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	17	0
ASV_1t2_1sf	0	3	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	0
ASV_1w5_i3y	7	9	1	1	2	2	7	3	0	23	8	2	7	3	3	7	8	0	0	8	6	3	0	2	0	12	8	1	8	17	10	15	5	0
ASV_1y2_e0t	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1zi_9e7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	0
ASV_22t_fcq	0	1	0	0	2	0	0	0	0	0	3	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_23s_5ze	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	1	1	0	4	2	0
ASV_25p_u6c	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0
ASV_26z_k3e	0	0	1	0	0	0	0	0	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASV_27e_kvq	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
ASV_29o_nlj	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	4	5	1	2	0
ASV_2aq_mup	0	0	0	0	0	0	0	0	38	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_2cj_xbx	1	0	0	0	0	0	3	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2dq_jz0	0	0	1	0	1	4	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_2e5_ark	0	2	13	14	0	0	0	0	3	0	13	0	9	1	14	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV_2fy_fxi	1	9	1	4	2	3	2	4	0	6	1	2	2	1	3	8	13	1	0	0	6	1	0	0	0	1	0	8	4	3	1	1	3	0
ASV_2gl_up2	0	0	4	0	0	0	0	0	11	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_2im_bxy	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_2jb_1in	6	41	0	11	4	4	10	30	3	15	8	11	2	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_2kd_5km	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0
ASV_2l5_gcm	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	19	19	0	0	0	0	0	0	0	0	0	1	11	0	0	14	0	0
ASV_2lc_7sj	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0
ASV_2md_zs4	30	61	16	39	27	21	40	51	5	38	30	35	35	81	64	72	63	10	2	4	19	15	22	2	17	35	11	45	66	31	34	37	40	0
ASV_2n6_w8i	16	5	0	110	0	1	0	0	0	0	0	0	1	0	1	32	52	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_2pi_jzw	0	0	12	0	0	0	0	0	15	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ASV_2sz_8y6	4	0	0	1	8	0	0	1	0	7	11	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	1	0	1	0	1	0
ASV_2vz_m6n	0	3	1	0	3	1	1	0	0	0	3	0	1	2	0	4	1	1	0	1	0	1	0	1	0	0	0	6	13	14	2	4	1	0
ASV_2wz_0oq	2	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV_36e_5cp	6	3	0	4	7	7	6	0	1	8	5	10	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_38d_z3a	0	0	3	0	1	0	0	0	4	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_393_mgf	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	8	13	0	0	3	0	0	0	0
ASV_3a1_7ne	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0
ASV_3a4_541	39	86	140	42	34	102	354	32	10	402	103	481	42	296	55	17	86	2	0	0	7	6	0	1	0	17	9	51	34	15	12	19	18	0
ASV_3ch_7uq	19	20	9	12	13	11	6	12	2	26	13	10	3	25	25	16	28	7	5	10	22	8	7	1	2	12	24	26	15	17	20	17	18	0
ASV_3cv_0tn	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
ASV_3dk_j82	0	0	24	0	0	0	1	0	48	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0
ASV_3e7_kxu	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ASV_3ef_uay	2	1	3	3	2	6	0	0	76	99	5	23	54	0	0	15	4	8	0	0	0	0	0	0	0	0	2	3	7	1	8	1	18	0
ASV_3fr_c4u	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_3g7_vdh	0	0	14	1	0	0	0	0	22	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0
ASV_3h1_6g5	75	76	33	34	69	32	54	41	7	50	60	39	15	16	28	39	22	11	16	5	21	9	12	2	29	39	29	32	33	26	17	22	47	0
ASV_3il_xms	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	6	1	0	0	0	0	0	0	0	0	0	0	4	0
ASV_3l9_toj	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	8	0
ASV_3m0_tt1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV_3oh_hs2	2	0	0	0	0	0	0	0	0	2	0	0	0	7	1	0	6	1	0	0	0	0	0	0	0	0	0	1	4	19	17	8	11	0
ASV_3p2_owt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
ASV_3p9_mfn	3	0	0	0	0	0	0	0	1	3	0	0	0	1	0	3	0	0	0	0	0	0	0	1	0	12	0	0	3	13	1	1	1	0
ASV_3t6_pl8	13	454	36	166	70	7	22	99	14	53	25	57	134	83	76	125	114	75	7	28	87	51	29	21	46	87	176	126	83	332	232	214	238	0
ASV_3te_mua	6	3	12	1	5	7	1	7	92	5	9	16	75	0	8	34	6	5	0	0	1	0	0	0	0	0	17	17	7	8	7	16	5	0
ASV_41i_7e3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	15	0	5	0
ASV_420_3ba	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
ASV_43i_sey	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV_441_f6g	0	0	21	2	0	0	0	0	28	0	2	0	35	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_449_p18	0	5	0	2	1	0	2	15	1	22	3	1	1	1	0	0	2	0	0	2	4	0	0	0	0	0	1	1	10	9	3	2	2	0
ASV_44d_xw1	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_44n_74g	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44q_bf8	0	0	0	1	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_44r_4r5	1	2	2	0	0	0	3	0	7	7	3	6	3	2	0	8	0	7	8	0	4	0	4	0	0	1	0	0	5	3	1	4	3	0
ASV_45q_07w	0	1	8	0	0	0	1	0	40	0	0	1	64	0	0	0	0	4	0	0	0	0	0	0	0	0	8	0	0	0	15	1	4	0
ASV_46j_cvg	5	16	3	5	16	5	9	8	2	10	16	10	9	21	10	12	10	5	0	2	3	1	0	1	0	9	4	4	11	8	11	7	13	0
ASV_47j_5m6	216	248	106	12	179	48	96	145	11	188	329	192	321	340	278	276	36	32	1	50	114	15	11	29	78	128	548	102	159	220	87	182	133	0
ASV_47j_wxh	7	39	5	9	20	10	9	8	5	14	28	16	35	17	11	11	27	1	13	6	19	11	11	0	3	31	20	20	23	25	15	13	16	0
ASV_47m_u1t	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_49l_a5q	0	0	12	0	0	0	0	0	31	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV_49l_m7d	0	0	7	17	0	0	0	0	3	0	95	0	3	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_4a7_50b	1	0	0	2	5	2	0	9	0	7	5	3	5	0	5	5	4	3	0	5	0	12	9	0	0	7	3	4	17	10	25	11	4	0
ASV_4ba_qzn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4cp_135	0	0	0	2	0	0	0	0	0	6	2	0	0	0	1	3	1	1	0	0	4	1	0	0	0	0	1	1	1	0	0	3	0	0
ASV_4dq_rft	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_4hg_jh2	1	2	0	2	3	1	1	0	1	3	4	3	1	2	1	2	0	4	0	0	0	1	0	0	0	0	0	3	4	0	1	0	1	0
ASV_4i3_ifu	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0
ASV_4ig_4n8	56	68	34	49	44	48	23	46	11	79	42	35	26	55	58	39	41	14	0	12	16	19	0	0	0	49	40	39	32	60	50	55	46	0
ASV_4ih_ur9	2	0	31	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV_4iq_a4g	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4kv_6fy	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4mx_i4m	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ASV_4nn_a0r	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ASV_4qc_wxb	3	4	1	0	10	13	2	6	2	9	8	7	3	16	2	0	0	2	0	0	5	4	0	0	0	9	2	9	20	12	19	10	13	0
ASV_4sa_hnn	0	0	0	0	4	0	3	0	0	2	1	1	2	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0	35	4	2	7	0
ASV_4tu_e4p	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4v0_5e7	1	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	2	0	0	0	2	2	0	0	0	0	0	6	5	11	14	3	4	0
ASV_4wr_5ed	0	0	3	0	0	0	0	0	7	3	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4x5_rir	0	0	19	0	0	0	0	0	98	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0
ASV_509_ebd	27	15	13	1	7	14	0	27	8	3	23	13	36	19	20	61	30	25	0	2	44	17	0	5	0	18	18	29	75	91	28	64	48	0
ASV_516_8s5	0	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_51w_rcr	8	5	1	0	0	1	0	6	0	2	0	1	0	5	0	7	4	0	0	0	2	0	0	0	0	3	5	1	0	5	0	0	3	0
ASV_526_8xb	0	0	7	0	0	0	0	0	30	0	0	0	48	0	0	0	0	4	0	0	0	1	0	0	0	0	11	0	0	1	5	0	0	0
ASV_52w_jvr	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_539_ni4	0	7	9	11	2	4	0	0	26	0	121	1	61	0	25	0	0	0	0	0	0	0	0	0	0	2	0	0	10	5	1	0	7	0
ASV_53k_5vh	0	0	0	0	1	0	0	1	1	1	0	0	1	0	0	6	6	0	0	0	3	2	0	0	0	0	1	0	0	4	2	5	3	0
ASV_558_rd0	46	72	31	41	119	30	63	165	12	155	144	112	21	22	7	22	32	14	4	6	21	5	22	4	13	12	21	32	38	39	23	49	56	0
ASV_563_r63	0	1	0	0	4	0	0	1	0	3	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	7	0	0	4	0
ASV_56i_kdl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
ASV_57x_1t9	0	8	3	0	0	6	0	16	0	3	2	1	1	0	11	0	0	0	0	0	0	1	0	0	0	1	0	6	0	3	1	0	2	0
ASV_57y_mup	313	189	267	110	126	81	109	187	16	975	361	311	79	70	102	127	26	11	3	120	167	2	15	42	91	262	247	461	237	282	372	189	533	0
ASV_58e_vt2	2	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	1	8	2	1	0
ASV_58q_qaf	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5ab_yzt	0	0	0	3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0
ASV_5aw_gea	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV_5bb_67o	21	49	11	20	22	6	50	9	3	18	33	20	40	26	36	36	66	15	0	27	24	3	0	11	0	22	20	27	80	122	53	11	93	0
ASV_5en_dsk	0	3	0	0	0	0	0	0	0	0	0	0	18	10	9	0	11	10	0	4	10	7	0	2	0	5	3	6	8	26	17	23	21	0
ASV_5gv_oz8	6	5	7	7	10	6	5	2	0	27	26	22	15	15	8	21	35	19	0	4	15	5	0	1	0	23	25	17	27	43	21	22	53	0
ASV_5ie_gbt	0	3	1	0	3	0	0	1	0	4	3	2	2	2	0	4	8	1	0	0	4	0	0	0	0	2	0	4	1	3	2	0	0	0
ASV_5kk_omt	0	0	0	6	0	0	0	0	0	0	16	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ASV_5l3_m8d	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASV_5ld_q5o	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	3	9	0	0
ASV_5mb_19f	0	0	6	0	0	0	0	0	6	0	0	1	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5n0_99x	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5ne_0gl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV_5ng_tbb	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5pr_40t	10	45	19	9	15	7	29	26	4	57	38	96	14	31	126	60	121	41	61	8	25	31	29	1	5	35	43	81	216	250	236	172	91	0
ASV_5r4_7y3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	2	8	6	2	0	0	0
ASV_5tw_ic1	0	0	2	0	0	4	0	0	61	0	0	0	34	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	1	0	18	0
ASV_5uo_lyx	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV_5uw_23f	21	17	7	15	17	15	12	49	2	27	27	17	80	74	87	107	113	58	12	23	52	30	21	16	13	95	124	69	156	315	295	184	206	0
ASV_5w1_niw	2	0	0	0	3	3	1	0	0	0	1	0	4	0	0	6	1	5	0	0	0	2	0	1	0	5	0	8	2	0	2	0	0	0
ASV_5wd_5yw	1	3	0	0	0	0	0	0	0	5	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	2	0	0	0
ASV_5yk_ki5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0
ASV_5yp_3wq	0	2	6	0	1	0	0	0	21	0	0	0	19	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ASV_5ys_z5p	0	0	2	0	3	0	0	0	3	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV_5yu_122	0	0	9	7	0	1	0	0	20	0	22	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	9	0	0	0
ASV_609_2i0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV_60p_vyr	0	8	0	0	0	0	0	0	2	0	0	0	0	2	0	6	0	0	0	0	3	0	0	0	0	2	2	0	10	0	1	1	1	0
ASV_60x_hhi	68	103	21	9	25	18	2	9	3	62	46	39	3	1	2	11	7	1	0	2	2	0	0	2	0	11	1	7	5	3	31	2	25	0
ASV_65x_zpo	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV_67e_lvz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	45	42	0	0	0	0	0	0	0	0	1	0	9	56	0	0	0
ASV_67n_17z	0	2	6	1	10	20	7	4	61	0	9	3	36	0	0	9	5	0	0	0	0	3	0	0	0	0	0	1	13	0	9	0	3	0
ASV_688_zuy	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ASV_69a_c5q	1	0	0	1	1	0	7	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
ASV_6ab_8dw	11	3	14	9	2	16	13	13	2	11	14	19	0	3	3	9	10	4	0	3	10	3	0	2	0	2	2	5	6	0	4	8	11	0
ASV_6bd_iun	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0
ASV_6em_5rz	0	0	6	3	0	0	0	0	7	0	3	5	20	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	5	9	0	0	0	0
ASV_6fo_a4c	4	6	11	3	28	3	7	10	0	20	5	10	7	3	16	25	1	2	0	0	0	5	9	1	5	7	1	24	13	17	13	7	12	0
ASV_6fz_1w0	9	5	9	5	17	1	5	26	2	16	23	8	225	208	142	184	200	127	65	70	238	87	54	41	97	291	357	101	193	615	443	337	430	0
ASV_6g9_kry	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6ht_epq	0	0	0	1	0	1	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6if_snt	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	3	11	2	0	0	0	0	0	0	0	4	0	1	2	24	19	4	2	0
ASV_6kl_e5y	25	49	32	40	24	19	26	68	3	212	77	81	14	23	19	31	34	21	0	21	30	15	0	1	0	31	63	80	45	68	65	28	90	0
ASV_6lv_pfs	0	1	0	0	0	0	0	0	0	7	0	0	0	0	2	0	9	7	0	0	0	0	0	0	0	1	0	0	5	3	4	4	0	0
ASV_6nn_a8n	0	2	3	0	6	0	0	0	0	6	9	4	0	4	0	36	13	15	0	2	2	5	0	1	0	0	0	26	7	21	8	9	24	0
ASV_6p1_17d	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0
